youdescribe_link,audio_clip_file_path,audio_clip_file_name,audio_clip_start_time,audio_clip_end_time,audio_clip_duration,audio_clip_playback_type,db_transcript,openai/whisper-large-v2,openai/whisper-large,openai/whisper-large-v3,distil-whisper/distil-large-v2,distil-whisper/distil-medium.en
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4eba5091f5873e31fae5b1.wav,478.9627940629425,478.9627940629425,13.003,extended," This is identical to rock chopping, but jamie rocks the knife blade up and down and left to right across the board. His palm never leaves contact with the blade, and the blade always keeps contact with the board.", This is identical to rock chopping but Jamie rocks the knife blade up and down and left to right across the board. His palm never leaves contact with the blade and the blade always keeps contact with the board., This is identical to rock chopping but Jamie rocks the knife blade up and down and left to right across the board. His palm never leaves contact with the blade and the blade always keeps contact with the board., This is identical to rock chopping but Jamie rocks the knife blade up and down and left to right across the board. His palm never leaves contact with the blade and the blade always keeps contact with the board., This is identical to rock chopping but Jamie rocks the knife blade up and down and left to right across the board. His palm never leaves contact with the blade and the blade always keeps contact with the board., This is identical to rock chopping but Jamie rocks the knife blade up and down and left to right across the board. His palm never leaves contact with the blade and the blade always keeps contact with the board.
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4ebb2591f5873e31fae5b4.wav,510.4084249580383,510.4084249580383,14.582,extended," Jamie puts his knife vertically on the chopping board, placing his left palm flat and horizontal on Top of the knife at the end of the blade. He then tilts the knife blade to the left and to the right to scrape across the board."," Jamie puts his knife vertically on the chopping board, placing his left palm flat and horizontal on top of the knife at the end of the blade. He then tilts the knife blade to the left and to the right to scrape across the board."," Jamie puts his knife vertically on the chopping board, placing his left palm flat and horizontal on top of the knife at the end of the blade. He then tilts the knife blade to the left and to the right to scrape across the board."," Jamie puts his knife vertically on the chopping board, placing his left palm flat and horizontal on top of the knife at the end of the blade. He then tilts the knife blade to the left and to the right to scrape across the board."," Jamie puts his knife vertically on the chopping board, placing his left palm flat and horizontal on top of the knife at the end of the blade. He then tilts the knife blade to the left and to the right to scrape across the board."," Jamie puts his knife vertically on the chopping board, placing his left palm flat and horizontal on top of the knife at the end of the blade. He then tilts the knife blade to the left and to the right to scrape across the board."
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4ebbc291f5873e31fae5b5.wav,537.6082619980926,537.6082619980926,13.189,extended," Jamie demonstrates cross chopping and scraping with some herbs. Then tap shopping with pieces of ginger and garlic, and finally cross chopping and scraping all of the ingredients combined together."," Jamie demonstrates cross chopping and scraping with some herbs, then tap chopping with pieces of ginger and garlic and finally cross chopping and scraping all of the ingredients combined together."," Jamie demonstrates cross-chopping and scraping with some herbs, then tap-chopping with pieces of ginger and garlic, and finally cross-chopping and scraping all of the ingredients combined together."," Jamie demonstrates cross chopping and scraping with some herbs, then tap chopping with pieces of ginger and garlic, and finally cross chopping and scraping all of the ingredients combined together."," Jamie demonstrates cross chopping and scraping with some herbs, then tap chopping with pieces of ginger and garlic, and finally cross chopping and scraping all of the ingredients combined together."," Jamey demonstrates cross chopping and scraping with some herbs, then tap chopping with pieces of ginger and garlic, and finally cross chopping and scraping all of the ingredients combined together."
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4ebc4e91f5873e31fae5b6.wav,595.293044,595.293044,8.173,extended, J min neatly scrapes all of the chops ingredients to the right of the chopping board using the knife blade., Jamie neatly scrapes all of the chopped ingredients to the right of the chopping board using the knife blade., Jamie neatly scrapes all of the chopped ingredients to the right of the chopping board using the knife blade., Jamie neatly scrapes all of the chopped ingredients to the right of the chopping board using the knife blade., Jamie neatly scrapes all of the chopped ingredients to the right of the chopping board using the knife blade., Jamie neatly scrapes all of the chopped ingredients to the right of the chopping board using the knife blade.
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4ebd6191f5873e31fae5b7.wav,614.3871509961853,614.3871509961853,19.691,extended," Jamie, start stop chopping some core jets with his fingers tucked in on Top of them. As he tapped chops, his fingers gradually moved back across the core jet. He moves his fingers quickly getting thicker courgette slices. He moves his fingers back very slightly and slowly, getting much finer slices."," Jamie starts tap chopping some courgettes with his fingers tucked in on top of them. As he tap chops, his fingers gradually move back across the courgette. He moves his fingers quickly, getting thicker courgette slices. He moves his fingers back very slightly and slowly, getting much finer slices."," Jamie starts tap chopping some courgettes with his fingers tucked in on top of them. As he tap chops, his fingers gradually move back across the courgette. He moves his fingers quickly, getting thicker courgette slices. He moves his fingers back very slightly and slowly, getting much finer slices."," Jamie starts tap chopping some courgettes with his fingers tucked in on top of them. As he tap chops his fingers gradually move back across the courgette. He moves his fingers quickly getting thicker courgette slices. He moves his fingers back very slightly and slowly, getting much finer slices."," Jamie starts tap chopping some corjettes with his fingers tucked in on top of them. As he tap chops, his fingers gradually move back across the corjette. He moves his fingers quickly, getting thicker corjette slices. He moves his fingers back very slightly and slowly, getting much finer slices."," Jamie starts tap chopping some cauchets with his fingers tucked in on top of them. As he tap chops his fingers gradually move back across the caujet. He moves his fingers quickly, getting thicker caujet slices. He moves his fingers back very slightly and slowly, getting much finer slices."
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4ebded91f5873e31fae5b8.wav,689.0632228226166,689.0632228226166,11.331,extended, The courgette is rolling around because of its shape. So jamie slices a section of the bottom to give it a flat surface. And then he continues tap dropping.," The courgette is rolling around because of its shape, so Jamie slices a section of the bottom to give it a flat surface and then he continues tap chopping."," The courgette is rolling around because of its shape, so Jamie slices a section of the bottom to give it a flat surface, and then he continues tap-chopping."," The courgette is rolling around because of its shape, so Jamie slices a section of the bottom to give it a flat surface, and then he continues tap chopping."," The corjette is rolling around because of its shape, so Jamie slices a section of the bottom to give it a flat surface and then he continues tap chopping."," The cojet is rolling around because of its shape, so Jamie slices a section of the bottom to give it a flat surface and then he continues tap chopping."
https://youdescribe.org/video/5z_d0soK1cI?ad=5b4ea92191f5873e31fae59c,/current/5z_d0soK1cI,5z_d0soK1cI_5b4ebe5391f5873e31fae5b9.wav,720.5135180152588,720.5135180152588,18.483,extended," Jamie starts tap chopping the yellow pepper slice, but the skin snags. So He uses the rock chopping technique instead with his fingers tucked in, touching the side of the blade. He rock shops, the pepper mushrooms and some chilly without looking down at the knife."," Jamie starts tap chopping the yellow pepper slice but the skin snags so he uses the rock chopping technique instead with his fingers tucked in touching the side of the blade. He rock chops the pepper, mushrooms and some chili without looking down at the knife.", Jamie starts tap-chopping the yellow pepper slice but the skin snags so he uses the rock chopping technique instead with his fingers tucked in touching the side of the blade. He rock chops the pepper mushrooms and some chili without looking down at the knife.," Jamie starts tap chopping the yellow pepper slice but the skin snags so he uses the rock chopping technique instead with his fingers tucked in touching the side of the blade. He rock chops the pepper, mushrooms and some chilli without looking down at the knife."," Jamie starts tap chopping the yellow pepper slice but the skin snags so he uses the rock chopping technique instead with his fingers tucked in touching the side of the blade. He rock chops the pepper, mushrooms and some chili without looking down at the knife."," Jamie starts tap chopping the yellow pepper slice but the skin snags so he uses the rock chopping technique instead with his fingers tucked in and touching the side of the blade. He rock chops the pepper, mushrooms and some chili without looking down at the knife."
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0df93b2e2707ed8990f6.wav,403.96322111444096,406.7496156722641,2.786,inline,a box of matches, A box of matches., A box of matches., A box of matches., A box of matches., A box of matches.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0e3cf1539c07e70d431c.wav,423.0680638512268,426.1330978648322,3.065,inline,she rubs a match on the lighting strip, She rubs a match on the lighting strip., She rubs a match on the lighting strip., She rubs a match on the lighting strip., She rubs a match on the lighting strip., She rubs a match on the lighting strip.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0e69f1539c07e70d431d.wav,461.1567799637604,463.5716552472071,2.415,inline,she lights the candle, She lights the candle., She lights the candle., She lights the candle., She lights the candle., She lights the candle.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0f44f1539c07e70d431e.wav,470.76644893896486,473.2742040410057,2.508,inline,she blows out the match, She blows out the match., She blows out the match., She blows out the match., She blows out the match., She blows out the match.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0f733b2e2707ed8990f9.wav,487.9444600400543,490.54509496068926,2.601,inline,she sprays the match with water, She sprays the match with water., She sprays the match with water., She sprays the match with water., She sprays the match with water., She sprays the match with water.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0f8d3b2e2707ed8990fa.wav,506.4519139160767,508.6810295623352,2.229,inline,black electric tape, black electric tape, Black electric tape., Black electric tape., Black electric tape., black electric tape.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0faaf1539c07e70d431f.wav,527.899067868393,530.9641018819984,3.065,inline,she unrolls the tape, She unrolls the tape., She unrolls the tape., She unrolls the tape., She unrolls the tape., She unrolls the tape.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0fccf1539c07e70d4320.wav,538.7068619771118,542.0505354464996,3.344,inline,she tears off a strip with their teeth, She tears off a strip with her teeth., She tears off a strip with her teeth., She tears off a strip with her teeth., She tears off a strip with her teeth., She tears off a strip with her teeth.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b0ff13b2e2707ed8990fb.wav,554.189045202179,558.2757572203196,4.087,inline,she Taps the sticky side of the tape with your fingers, She taps the sticky side of the tape with her fingers., She taps the sticky side of the tape with her fingers., She taps the sticky side of the tape with her fingers., She taps the sticky side of the tape with her fingers., She taps the sticky side of the tape with her fingers.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b10153b2e2707ed8990fc.wav,583.2389099485016,586.0253045063247,2.786,inline,she crumbles it into a ball, She crumples it into a ball., She crumples it into a ball., She crumples it into a ball., She crumples it into a ball., She crumples it into a ball.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b10493b2e2707ed8990fd.wav,621.7138899008179,625.2433230073939,3.529,inline,she sticks it to her forehead it falls off, She sticks it to her forehead. It falls off., She sticks it to her forehead. It falls off., She sticks it to her forehead. It falls off., She sticks it to her forehead. It falls off.," She sticks it to her forehead, it falls off."
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b106a3b2e2707ed8990fe.wav,643.4577870114441,645.3153833833262,1.858,inline,a flashlight, A flashlight., A flashlight., A flashlight., A flashlight., a flashlight.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609b1089f1539c07e70d4321.wav,648.9538630514984,651.1829786977569,2.229,inline,it doesn't turn on, It doesn't turn on., It doesn't turn on., It doesn't turn on., It doesn't turn on., It doesn't turn on.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb5f53b2e2707ed89913f.wav,661.204930125885,663.4340457721435,2.229,inline,it turns on, It turns on., It turns on., It turns on., It turns on., It turns on.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb626f1539c07e70d4378.wav,689.4500457959138,692.0506807165486,2.601,inline,she waves it back and forth, She waves it back and forth., She waves it back and forth., She waves it back and forth., She waves it back and forth., She waves it back and forth.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc242f1539c07e70d438a.wav,707.2712929008179,710.8007260073939,3.529,inline,she scans your eyes the way a doctor would, She scans your eyes the way a doctor would., She scans your eyes the way a doctor would., She scans your eyes the way a doctor would., She scans your eyes the way a doctor would., She scans your eyes the way a doctor would.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb667f1539c07e70d4379.wav,717.6739310801087,721.3891238238729,3.715,inline,she shines the light into the camera lens, She shines the light into the camera lens., She shines the light into the camera lens., She shines the light into the camera lens., She shines the light into the camera lens., She shines the light into the camera lens.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc2743b2e2707ed899153.wav,720.5134050190735,723.7641986698671,3.251,inline,she shines it in her own eyes, She shines it in her own eyes., She shines it in her own eyes., She shines it in her own eyes., She shines it in her own eyes., She shines it in her own eyes.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc2b2f1539c07e70d438b.wav,738.0727149160766,742.3451865714054,4.272,inline,she paints small circles in the air, She paints small circles in the air., She paints small circles in the air., She paints small circles in the air., She paints small circles in the air., She paints small circles in the air.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc2edf1539c07e70d438c.wav,761.8090978912811,767.5676466441156,5.759,inline,she rubs the light into your left eye and then scans it, She rubs the light into your left eye and then scans it., She rubs the light into your left eye and then scans it., She rubs the light into your left eye and then scans it., She rubs the light into your left eye and then scans it., She rubs the light into your left eye and then scans it.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb6cdf1539c07e70d437a.wav,771.8201590782013,776.928549100877,5.108,inline,she moves a flashlight up and downshe moves a flashlight up and down, She moves the flashlight up and down., She moves the flashlight up and down., She moves the flashlight up and down., She moves the flashlight up and down., She moves the flashlight up and down.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc319f1539c07e70d438d.wav,787.8493829904633,791.1001766412569,3.251,inline,she shines it into your right eye, She shines it into your right eye., She shines it into your right eye., She shines it into your right eye., She shines it into your right eye., She shines it into your right eye.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc3413b2e2707ed899154.wav,795.8763268970032,799.7772792779556,3.901,inline,she makes a circle around your face, She makes a circle around your face., She makes a circle around your face., She makes a circle around your face., She makes a circle around your face., She makes a circle around your face.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb74e3b2e2707ed899141.wav,881.349433,885.1575055623582,3.808,inline,she rubs the lotion between her hands, She rubs the lotion between her hands., She wraps the lotion between her hands., She wraps the lotion between her hands., She rubs the lotion between her hands., She wraps the lotion between her hands.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb7893b2e2707ed899142.wav,931.4462319771118,934.4183861721232,2.972,inline,she massages her hands, She massages her hands., She massages her hands., She massages her hands., She massages her hands., She massages her hands.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb7b1f1539c07e70d437b.wav,963.4611089904632,966.711902641257,3.251,inline,she rubs the lotion on her arms, She rubs the lotion on her arms., She wraps lotion on her arms., She rubbed solution on her arms., She wraps the lotion on her arms., She wrapped a lotion on her arms.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb7f1f1539c07e70d437c.wav,992.8924199427796,996.3289732307612,3.437,inline,she uses her thumbs to massage your fingers, She uses her thumbs to massage her fingers., She uses her thumbs to massage her fingers., She uses her thumbs to massage her fingers., She uses her thumbs to massage her fingers., She uses her thumbs to massage her fingers.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb8bc3b2e2707ed899144.wav,1131.7080390343324,1134.3086739549674,2.601,inline,the flowers are in a glass vase, The flowers are in a glass vase., The flowers are in a glass vase., The flowers are in a glass vase., The flowers are in a glass phase., The flowers are in a glass phase.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb94d3b2e2707ed899146.wav,1256.3733779141694,1258.695373379022,2.322,inline,she takes the flowers out of the vase, She takes the flowers out of the vase., She takes the flowers out of the vase, She takes the flowers out of the vase., She takes the flowers out of the vase., She takes the flowers out of the vase.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bb9733b2e2707ed899147.wav,1279.951244994278,1283.9450771938243,3.994,inline,she uses them to brush the camera, She uses them to brush the camera., She uses them to brush the camera., She uses them to brush the camera., She uses them to brush the camera., She uses them to brush the camera.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbc173b2e2707ed899148.wav,1950.8611871430512,1954.8550193425976,3.994,inline,she uses a powder brush to brush the microphone, She uses a powder brush to brush the microphone., She uses a powder brush to brush the microphone., She uses a powder brush to brush the microphone., She uses a powder brush to brush the microphone., She uses a powder brush to brush the microphone.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbc813b2e2707ed899149.wav,2112.5402551621246,2115.048010264165,2.508,inline,she Taps a glass of water, She taps a glass of water., She taps a glass of water., She taps a glass of water., She taps a glass of water., She taps a glass of water.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbcbe3b2e2707ed89914a.wav,2125.978719066757,2128.7651136245804,2.786,inline,she takes out a second Empty Glass, She takes out a second empty glass., She takes out a second empty glass., She takes out a second empty glass., She takes at a second empty glass., She takes at a second empty glass.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbcfcf1539c07e70d437d.wav,2218.233119135421,2220.92663387465,2.694,inline,she wipes the microphone with a towel, She wipes the microphone with a towel., She wipes the microphone with a towel., She wipes the microphone with a towel., She wipes the microphone with a towel., She wipes the microphone with a towel.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbd77f1539c07e70d437e.wav,2399.1374600190734,2401.459455483926,2.322,inline,she's bracelet owl, She sprays the towel., She sprays the towel., She sprays the towel., She sprays the towel., She sprays the towel.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbe223b2e2707ed89914b.wav,2573.483989043869,2577.106301969039,3.622,inline,a small aerosol canister with a plastic lid, A small aerosol canister with a plastic lid., A small aerosol canister with a plastic lid., A small aerosol canister with a plastic lid., A small aerosol canister with a plastic lid., a small aerosol canister with a plastic lid.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbe5cf1539c07e70d437f.wav,2618.9943050934603,2621.8735794698773,2.879,inline,the SEC plastic twist jar, A thick plastic twist jar., A thick plastic twist jar., A thick plastic twist jar., A thick plastic twist jar., A thick plastic twist jar.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbe813b2e2707ed89914c.wav,2668.347766005722,2671.319920200733,2.972,inline,a small plastic spray bottle, A small plastic spray bottle., A small plastic spray bottle., A small plastic spray bottle., A small plastic spray bottle., a small plastic spray bottle.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbeb0f1539c07e70d4380.wav,2703.647296996185,2705.7835328238493,2.136,inline,small mason jar, A small mason jar., A small mason jar., A small mason jar., A small mason jar., a small mason jar.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbf92f1539c07e70d4385.wav,2747.5384359866484,2749.860431451501,2.322,inline,a notepad, a notepad, A Notepad, A notepad., A notepad., A notepad.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbf65f1539c07e70d4383.wav,2946.7513907959137,2949.537785353737,2.786,inline,she peels the page off the notepad, She peels the page off the notepad., She peels the page off the notepad., She peels the page off the notepad., She peels the page off the notepad., She peels the page off the notepad.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbfbef1539c07e70d4386.wav,3071.3138470400545,3074.1931214164715,2.879,inline,she crumbles the page into a ball, She crumples the page into a ball., She crumples the page into a ball., She crumples the page into a ball., She crumples the page into a ball., She crumples the page into a ball.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bbff53b2e2707ed89914e.wav,3128.388298919891,3131.360453114902,2.972,inline,she's holding two crumpled pages, She's holding two crumpled pages., She's holding two crumpled pages., She's holding two crumpled pages., She's holding two crumpled pages., She's holding two crumpled pages.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc0383b2e2707ed89914f.wav,3189.371780001907,3193.8300112944244,4.458,inline,she flutters her fingers and makes a wave with her arm, She flutters her fingers and makes a wave with her arm., She flutters her fingers and makes a wave with her arm., She flutters her fingers and makes a wave with her arm., She flutters her fingers and makes a wave with her arm., She flutters her fingers and makes a wave with her arm.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc05d3b2e2707ed899150.wav,3202.838494026703,3207.29672531922,4.458,inline,she caresses the camera finger splayed Palms open," She caresses the camera, fingers splayed, palms open."," She caresses the camera, fingers splayed, palms open."," She caresses the camera, fingers splayed, palms open."," She caresses the camera, fingers splayed, palms open."," She caresses the camera, fingers played palms open."
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc084f1539c07e70d4387.wav,3214.47859,3217.6365038322,3.158,inline,she wraps her fingers against her arm, She rubs her fingers against her arm., She rubs her fingers against her arm., She wraps her fingers against her arm., She raps her fingers against her arm., She wraps her fingers against her arm.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc0abf1539c07e70d4388.wav,3223.883884066757,3227.877716266304,3.994,inline,she are mimes the shape of a heart, She eremimes the shape of a heart., She air-mimes the shape of a heart., She ear mimes the shape of a heart., She earmimes the shape of a heart., She ermimes the shape of a heart.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc10d3b2e2707ed899151.wav,3237.856343891281,3243.243373369739,5.387,inline,she flutters her fingers in a circular motionshe flutters her fingers in a circular motion, She flutters her fingers in a circular motion., She flutters her fingers in a circular motion., She flutters her fingers in a circular motion., She flutters her fingers in a circular motion., She flutters her fingers in a circular motion.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc1573b2e2707ed899152.wav,3241.22377906485,3259.521103327889,18.297,inline,she flutters her fingers across her eyes she caresses the camera with two fingers she switches to the other hand, She flutters her fingers across her eyes. She caresses the camera with two fingers. She switches to the other hand., She flutters her fingers across her eyes. She caresses the camera with two fingers. She switches to the other hand., She flutters her fingers across her eyes. She caresses the camera with two fingers. She switches to the other hand., She flutters her fingers across her eyes. She caresses the camera with two fingers. She switches to the other hand., She flutters her fingers across her eyes. She caresses the camera with two fingers. She switches to the other hand.
https://youdescribe.org/video/DaXwnTk0hUE?ad=609722ca3b2e2707ed898fc0,/current/DaXwnTk0hUE,DaXwnTk0hUE_609bc186f1539c07e70d4389.wav,3265.0101968760223,3269.096908894163,4.087,inline,she are Taps the camera one hand at a time," She air taps the camera, one hand at a time.", She air taps the camera one hand at a time., She air taps the camera one hand at a time., She air-taps the camera one hand at a time., She air taps the camera one hand at a time.
https://youdescribe.org/video/FsdpZssRSs0?ad=58e7cf3a46e13dfd851a27aa,/legacy,14788696618521.wav,283.913,283.913,1.79,extended, The crowds began to play., The crows begin to play., The crows begin to play., The crows begin to play., The crows begin to play., The Croix begin to play.
https://youdescribe.org/video/SkB4gG8ke7Q?ad=5c953a7aab5fd817ce54d0f9,/current/SkB4gG8ke7Q,SkB4gG8ke7Q_5c953b32ab5fd817ce54d0fc.wav,263.583001,263.583001,15.047,extended, On screen. A sculpture by Sophia wallace appears. It depicts the full anatomy of a clitoris. This sculpture is part of the artists project titled literacy.," On screen, a sculpture by Sophia Wallace appears. It depicts the full anatomy of a clitoris. This sculpture is part of the artist's project titled Clitorisy."," On screen, a sculpture by Sophia Wallace appears. It depicts the full anatomy of a clitoris. This sculpture is part of the artist's project titled Cliteracy."," On screen, a sculpture by Sophia Wallace appears. It depicts the full anatomy of a clitoris. This sculpture is part of the artist's project titled Clitoracy."," On screen, a sculpture by Sophia Wallace appears. It depicts the full anatomy of a clitoris. This sculpture is part of the artist's project titled Cliteracy.", On screen a sculpture by Sophia Wallace appears. It depicts the full anatomy of a clitoris. This sculpture is part of the artist's project titled Cliteracy.
