youdescribe_link,audio_clip_file_path,audio_clip_file_name,audio_clip_duration,audio_clip_start_time,audio_clip_end_time,audio_clip_playback_type,db_transcript,oa_transcript_sentence,bleu_score_gr_oc,bleu_score_or_gc,cosine_similarity
https://youdescribe.org/video/lEXBxijQREo?ad=642df2ea0039af00246b635e,/current/lEXBxijQREo,lEXBxijQREo_642e30900bdc10001ec54b36.wav,14.08,288.79520099999996,288.79520099999996,extended,a credit screen is shown Lesson by Nicole of Inna narration by Michelle snow music by Michael Dahl animation by STK films www.stlglass.com, A credit screen is shown.,0.013000000000000001,0.175,0.244
https://youdescribe.org/video/MPklvytosy4?ad=638d48ff29962a34dc064cd6,/current/MPklvytosy4,MPklvytosy4_638d4baf29962a34dc064ce7.wav,7.68,72.862466,80.54246599999998,inline,water rushes in from every angle causing the men to slip slide and fallwater rushes in from every angle causing the men to slip slide and fall," Water rushes in from every angle causing the man to slip, slide, and fall.",0.37200000000000005,0.475,0.83
https://youdescribe.org/video/MPklvytosy4?ad=638d48ff29962a34dc064cd6,/current/MPklvytosy4,MPklvytosy4_638d4dea48f15f34e2631e80.wav,8.277000000000001,205.32521699999998,213.6025503333333,inline,as more water continues to flood the ship Guess sink into the oceanas more water continues to flood the ship Guess sink into the ocean," As more water continues to flood the ship, guests sink into the ocean.",0.38,0.484,0.841
https://youdescribe.org/video/MPklvytosy4?ad=638d48ff29962a34dc064cd6,/current/MPklvytosy4,MPklvytosy4_638d504e48f15f34e2631e94.wav,8.448,341.3248854166667,349.7728854166667,inline,guests began to fall and slide down the deck of the shipguests began to fall and slide down the deck of the ship, Gas begin to fall and slide down the deck of the ship.,0.321,0.43700000000000006,0.764
https://youdescribe.org/video/ehcAgqcdIPA?ad=633b687944d9f31eaf8e2532,/current/ehcAgqcdIPA,ehcAgqcdIPA_633b6b1c934e8a1ea9f8317a.wav,5.205,148.003988,148.003988,extended,there's a photograph of a newer motherboardthere's a photograph of a newer motherboard, There's a photograph of a newer motherboard.,0.38799999999999996,0.49700000000000005,0.895
https://youdescribe.org/video/ehcAgqcdIPA?ad=633b687944d9f31eaf8e2532,/current/ehcAgqcdIPA,ehcAgqcdIPA_633b6cd244d9f31eaf8e253b.wav,6.656000000000001,183.11978466430665,183.11978466430665,extended,fourth bullet says expansion slots with a sailboat that says we have limited optionsfourth bullet says expansion slots with a sailboat that says we have limited options, A fourth bullet says expansion slots with a sub bullet that says we have limited options.,0.395,0.499,0.831
https://youdescribe.org/video/fv3BBzUHkjw?ad=62e47e5e73ff460a05c7fea3,/current/fv3BBzUHkjw,fv3BBzUHkjw_62e47f3573ff460a05c7fea7.wav,9.642999999999999,114.28098214285716,123.92364880952385,inline,dissolve 1 teaspoon instant coffee in three out of four cup hot waterdissolve 1 teaspoon instant coffee in three out of four cup hot water, Dissolve 1 teaspoon instant coffee in 3 out of 4 cup hot water.,0.282,0.41100000000000003,0.7909999999999999
https://youdescribe.org/video/TzZuNeRdFIc?ad=5f23c8f2244b0e149217e14f,/current/TzZuNeRdFIc,TzZuNeRdFIc_5f23c97a244b0e149217e152.wav,5.803,60.327849921798716,66.13051658846538,inline,she takes one big deep breath and starts to chokeshe takes one big deep breath and starts to choke, He takes one big deep breath and starts to chug.,0.344,0.461,0.752
https://youdescribe.org/video/PQgXBhPh5Zo?ad=6053c224aad36831fd7e72f2,/current/PQgXBhPh5Zo,PQgXBhPh5Zo_6053c224aad36831fd7e72f1.wav,11.690999999999999,7.527483,7.527483,extended,hope she'll be more introducing herself in a point living room the evolution of inclusion title appearshope she'll be more introducing herself in a point living room the evolution of inclusion title appears, Holt Shelley Moore introducing herself in a quaint living room. The Evolution of Inclusion title appears.,0.33399999999999996,0.43799999999999994,0.526
https://youdescribe.org/video/pILCn6VO_RU?ad=5e3a31b40050a61e3485b9b7,/current/pILCn6VO_RU,pILCn6VO_RU_5e3a35f40b19d71e3f68cd86.wav,10.752,32.13002922077922,42.882029220779216,inline,she Karen her dancers form a line across the stage and they do them up Holly and afro-colombian dance that is marked by precise movements of the hips and shouldersshe Karen her dancers form a line across the stage and they do them up Holly and afro-colombian dance that is marked by precise movements of the hips and shoulders," Shakira and her dancers form a line across the stage and they do the Mapale, an Afro-Colombian dance that is marked by precise movements of the hips and shoulders.",0.344,0.46299999999999997,0.812
https://youdescribe.org/video/RtS1l2NXWX8?ad=5eb2f0f3e1b8b12f0893da3d,/current/RtS1l2NXWX8,RtS1l2NXWX8_5eb31225e1b8b12f0893da4a.wav,11.435,9.064337,9.064337,extended,the video begin with some pictures of tactile indicators that people can find in daily lives on screen text reads tactile pavingthe video begin with some pictures of tactile indicators that people can find in daily lives on screen text reads tactile paving," The video begins with some pictures of tactile indicators that people can find in daily lives. On-screen text reads, tactile paving.",0.37799999999999995,0.493,0.899
https://youdescribe.org/video/o1JnfFsrLoY?ad=64330f050bdc10001ec54dbf,/current/o1JnfFsrLoY,o1JnfFsrLoY_643310020039af00246b663f.wav,12.632,30.929475,30.929475,extended,the screen now split into two on the outer half the u.s. life Market in photos showing up including the Dow Jones Industrials S&P 500 and NASDAQ compositethe screen now split into two on the outer half the u.s. life Market in photos showing up including the Dow Jones Industrials S&P 500 and NASDAQ composite," The screen now split into two. On the outer half, the US live market info is showing up, including the Dow Jones Industrials, S&P 500, and Nasdaq Composite.",0.34299999999999997,0.455,0.8170000000000001
https://youdescribe.org/video/S68vvV0kod8?ad=638931b248f15f34e2631a1d,/current/S68vvV0kod8,S68vvV0kod8_638931ca29962a34dc0648bc.wav,6.656000000000001,6.139495,6.139495,extended,the boy walks past a larger man at the gym and they glanced at each otherthe boy walks past a larger man at the gym and they glanced at each other, The boy walks past a larger man at the gym and they glance at each other.,0.37,0.491,0.871
https://youdescribe.org/video/MPNB1lhZYjQ?ad=645705be039d4e001e429003,/current/MPNB1lhZYjQ,MPNB1lhZYjQ_645707949d47b20024297f76.wav,3.2430000000000003,265.17144794659424,268.4141146132609,inline,Tina and turn it over, Put the plate over the container and turn it over.,0.33399999999999996,0.204,0.44799999999999995
https://youdescribe.org/video/PfTfAIe9y84?ad=5faf6960206e0d5fdec3e141,/current/PfTfAIe9y84,PfTfAIe9y84_5faf6960206e0d5fdec3e140.wav,4.6930000000000005,14.239042000000001,14.239042000000001,extended,this is the bread introduction of this videothis is the bread introduction of this video, This is the brief introduction of this video.,0.36200000000000004,0.46299999999999997,0.7559999999999999
https://youdescribe.org/video/PfTfAIe9y84?ad=5faf6960206e0d5fdec3e141,/current/PfTfAIe9y84,PfTfAIe9y84_5faf69ba6832dc5fe4ac5de9.wav,7.082999999999999,26.408894,26.408894,extended,this clip is extracted from him showing that mr. Hawking did not compromise with Spadethis clip is extracted from him showing that mr. Hawking did not compromise with Spade, This clip is extracted from film showing that Mr Hawking did not compromise with faith.,0.35,0.461,0.778
https://youdescribe.org/video/PfTfAIe9y84?ad=5faf6960206e0d5fdec3e141,/current/PfTfAIe9y84,PfTfAIe9y84_5faf6a36206e0d5fdec3e143.wav,13.824000000000002,42.61775104768372,42.61775104768372,extended,this thing show that was the upgrade of wheelchairs including original standard wheelchair electric wheelchair and the new technologies of computer program mr. Hogan was able to continue workingthis thing show that was the upgrade of wheelchairs including original standard wheelchair electric wheelchair and the new technologies of computer program mr. Hogan was able to continue working," This scene showed that with the upgrade of wheelchairs, including the original standard wheelchair, the electric wheelchair, and the new technologies of computer program, Mr. Hogan was able to continue working.",0.39399999999999996,0.495,0.8270000000000001
https://youdescribe.org/video/PfTfAIe9y84?ad=5faf6960206e0d5fdec3e141,/current/PfTfAIe9y84,PfTfAIe9y84_5faf6b18206e0d5fdec3e145.wav,7.765,83.61845993515014,83.61845993515014,extended,this is the link between my discipline area which is education and listviewthis is the link between my discipline area which is education and listview, This is the link between my discipline area which is education and this view.,0.376,0.48700000000000004,0.852
https://youdescribe.org/video/PfTfAIe9y84?ad=5faf6960206e0d5fdec3e141,/current/PfTfAIe9y84,PfTfAIe9y84_5faf6bc0206e0d5fdec3e148.wav,9.045,144.51924704959106,144.51924704959106,extended,the final part is the code from the fume to encourage people with disabilities to maintain help and competence of living good livesthe final part is the code from the fume to encourage people with disabilities to maintain help and competence of living good lives, The final part is the quote from the film to encourage people with disabilities to maintain hope and confidence of living good lives.,0.342,0.452,0.7490000000000001
https://youdescribe.org/video/PfTfAIe9y84?ad=5faf6960206e0d5fdec3e141,/current/PfTfAIe9y84,PfTfAIe9y84_5faf6bf36832dc5fe4ac5ded.wav,7.936,158.156183,158.156183,extended,this is the end with the reference of film clips and background music using this video thank youthis is the end with the reference of film clips and background music using this video thank you, This is the end with the reference of film clips and background music used in this video. Thank you!,0.37799999999999995,0.486,0.853
https://youdescribe.org/video/7QORMPFSzpc?ad=5fd2e7b2a1480d63858c6a07,/current/7QORMPFSzpc,7QORMPFSzpc_5fd2f1d5a1480d63858c6a3b.wav,6.997000000000001,104.680891,111.67822433333332,inline,Constructor then begins grading a line using a grater into the vegetable mixConstructor then begins grading a line using a grater into the vegetable mix, The instructor then begins grading a line using a grader into the vegetable mix.,0.397,0.504,0.71
https://youdescribe.org/video/7QORMPFSzpc?ad=5fd2e7b2a1480d63858c6a07,/current/7QORMPFSzpc,7QORMPFSzpc_5fd2f3cd95521063835ceced.wav,6.7410000000000005,113.29051399999999,120.03184733333332,inline,the instructor then opens litter the porcelain bowl and begin inspecting the chicken with a forkthe instructor then opens litter the porcelain bowl and begin inspecting the chicken with a fork, The instructor then opens the lid of the porcelain bowl and begins inspecting the chicken with a fork.,0.389,0.49200000000000005,0.773
https://youdescribe.org/video/LJ9KtxNZdWE?ad=5db794030507ec5b3eb828cd,/current/LJ9KtxNZdWE,LJ9KtxNZdWE_5db7bbd60507ec5b3eb8290f.wav,8.107000000000001,59.294458,67.40112466666666,inline,the cat rubs against diamonds like Simon tries to push the car out of the way with a sweat but is unsuccessful Simon yellsthe cat rubs against diamonds like Simon tries to push the car out of the way with a sweat but is unsuccessful Simon yells," The cat rubs against Simon's leg. Simon tries to push the cat out of the way with his foot, but is unsuccessful. Simon yells.",0.341,0.447,0.775
https://youdescribe.org/video/zAPw-uFhqjA?ad=63304a4c44d9f31eaf8e21dd,/current/zAPw-uFhqjA,zAPw-uFhqjA_63306d47934e8a1ea9f82e86.wav,6.912000000000001,475.86155787602235,482.7735578760223,inline,Mary suits back to the sofa she's thinking what happened to her husbandMary suits back to the sofa she's thinking what happened to her husband, Mary sits back to the sofa. She's thinking what happened to her husband.,0.365,0.478,0.841
https://youdescribe.org/video/zAPw-uFhqjA?ad=63304a4c44d9f31eaf8e21dd,/current/zAPw-uFhqjA,zAPw-uFhqjA_6330730c934e8a1ea9f82e91.wav,5.035,942.1369969675752,947.1716636342418,inline,she hears Patrick's head with the leg of lambshe hears Patrick's head with the leg of lamb, She hits Patrick's head with the leg of lamb.,0.348,0.456,0.74
https://youdescribe.org/video/zAPw-uFhqjA?ad=63304a4c44d9f31eaf8e21dd,/current/zAPw-uFhqjA,zAPw-uFhqjA_63307c24934e8a1ea9f82e96.wav,3.5839999999999996,1149.7059200343322,1153.2899200343322,inline,back to the investigationback to the investigation, back to the investigation,0.385,0.489,0.867
https://youdescribe.org/video/sx40toRYdoc?ad=62e56ca973ff460a05c7ff74,/current/sx40toRYdoc,sx40toRYdoc_62e57d6273ff460a05c80079.wav,5.973,31.493626000000003,31.493626000000003,extended,optional you can add one and a half tablespoon sprinklesoptional you can add one and a half tablespoon sprinkles," Optional, you can add 1 1⁄2 tablespoons sprinkles.",0.23199999999999998,0.344,0.439
https://youdescribe.org/video/PzeMRoIxHwU?ad=6382113448f15f34e26317c9,/current/PzeMRoIxHwU,PzeMRoIxHwU_6382148a48f15f34e26317d1.wav,8.021,108.470157,116.49149033333332,inline,Chris is draw stem and his Pals and three different piles from stimulus k2cChris is draw stem and his Pals and three different piles from stimulus k2c, Chris's draw stimulus piles and three different piles from stimulus A to C.,0.34,0.451,0.6
https://youdescribe.org/video/PzeMRoIxHwU?ad=6382113448f15f34e26317c9,/current/PzeMRoIxHwU,PzeMRoIxHwU_638215ba29962a34dc06462b.wav,8.192,355.906854,355.906854,extended,Chris's draw pile from option C to a sea surrounded with heartsChris's draw pile from option C to a sea surrounded with hearts, Chris's draw pile from option C to a C surrounded with hearts.,0.35100000000000003,0.47100000000000003,0.845
https://youdescribe.org/video/HFBlvWkNEKU?ad=603e564380c96d31ff119373,/current/HFBlvWkNEKU,HFBlvWkNEKU_603e57efaad36831fd7e6a71.wav,7.082999999999999,21.26627510108948,21.26627510108948,extended,music is playing and its eyes on the screen a day in the life of an evacueemusic is playing and its eyes on the screen a day in the life of an evacuee, Music is playing and it says on the screen a day in the life of an evacuee.,0.35,0.465,0.772
https://youdescribe.org/video/ZREM_AcXHX8?ad=58e7cf3646e13dfd851a25fe,/legacy,14563355209891.wav,16.88,37.0,37.0,extended," At one end of the arrows shaft as a tip or narrow head at the other end, as the flesh ling's or feathers and behind the flesh ling's as a reinforced notch. In the end of the arrow shaft. This is the knock on it hugs onto the bowstring, resting the arrows shaft onto the grip of the bow."," At one end of the arrow's shaft is a tip or an arrowhead. At the other end is the fletchlings or feathers, and behind the fletchlings is a reinforced notch in the end of the arrow's shaft. This is the nock, and it hugs onto the bowstring, resting the arrow's shaft onto the grip of the bow. This is the tip of the arrow's shaft. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead. The tip of the arrow's shaft is a tip or an arrowhead.",0.258,0.077,0.653
https://youdescribe.org/video/4IncKbbQRh4?ad=61a264d2f1539c07e70da243,/current/4IncKbbQRh4,4IncKbbQRh4_61a2677cf1539c07e70da248.wav,6.7410000000000005,88.694902,88.694902,extended,one of the kids walks up to a door and knocks with the group they wave hello and sing to the couple and their dog that lived there, One of the kids walks up to a door and knocks with the group.,0.33,0.465,0.725
https://youdescribe.org/video/PFJAuAWxuvI?ad=5fcf226f95521063835ce859,/current/PFJAuAWxuvI,PFJAuAWxuvI_5fe39be3ce0a842f6990b680.wav,10.774000000000001,110.13145129870131,120.90551025561741,inline,now back to the recipe take the mixture and shape it into bowls each ball uses a spoon full amount of the mixturenow back to the recipe take the mixture and shape it into bowls each ball uses a spoon full amount of the mixture, Now back to the recipe. Take the mixture and shape it into balls. Each ball uses a spoonful amount of the mixture.,0.35700000000000004,0.473,0.8240000000000001
https://youdescribe.org/video/kv9Qux0IEno?ad=62e3002973ff460a05c7fe29,/current/kv9Qux0IEno,kv9Qux0IEno_62e3019c73ff460a05c7fe2f.wav,10.155,6.325,16.479666666666667,inline,one minute mango smoothie red and recipe link for the red and recipe is in the description box, 1 minute mango smoothie.,0.059000000000000004,0.235,0.249
https://youdescribe.org/video/-tJPH2im4fI?ad=6360432e934e8a1ea9f83c65,/current/-tJPH2im4fI,-tJPH2im4fI_6360447244d9f31eaf8e3023.wav,6.571000000000001,243.13722908773804,243.13722908773804,extended,there is a screenshot of some of the boot optionsthere is a screenshot of some of the boot options, There is a screenshot of some of the Boo options.,0.36700000000000005,0.48100000000000004,0.785
https://youdescribe.org/video/-tJPH2im4fI?ad=6360432e934e8a1ea9f83c65,/current/-tJPH2im4fI,-tJPH2im4fI_636045d744d9f31eaf8e302d.wav,25.6,493.7896131678466,493.7896131678466,extended,another side is tiled UEFI bios secure boot with a picture of BIOS the right the first bullet says UEFI bios protections with three simple its first sang bios includes the manufacturers public key S Sub bullet says digital signatures checked during a bios update the third support that says bios prevents unauthorized rights to the Flashanother side is tiled UEFI bios secure boot with a picture of BIOS the right the first bullet says UEFI bios protections with three simple its first sang bios includes the manufacturers public key S Sub bullet says digital signatures checked during a bios update the third support that says bios prevents unauthorized rights to the Flash, Another slide is titled UEFI BIOS Secure Boot with a picture of BIOS to the right. The first bullet says UEFI BIOS protections with three sub-bullets. The first saying BIOS includes the manufacturer's public key. The second sub-bullet says digital signatures checked during a BIOS update. The third sub-bullet that says BIOS prevents unauthorized writes to the flash.,0.40700000000000003,0.51,0.867
https://youdescribe.org/video/-tJPH2im4fI?ad=6360432e934e8a1ea9f83c65,/current/-tJPH2im4fI,-tJPH2im4fI_636046f444d9f31eaf8e3031.wav,11.52,716.3296781525879,716.3296781525879,extended,last bullet says on order systems you can reset the bios configuration by removing the battery with the Supple of this says newer computers use a jumperlast bullet says on order systems you can reset the bios configuration by removing the battery with the Supple of this says newer computers use a jumper, The last bullet says on older systems you can reset the BIOS configuration by removing the battery with a sub-bullet that says newer computers use a jumper.,0.36700000000000005,0.48100000000000004,0.792
https://youdescribe.org/video/-tJPH2im4fI?ad=6360432e934e8a1ea9f83c65,/current/-tJPH2im4fI,-tJPH2im4fI_6360471944d9f31eaf8e3033.wav,18.517,741.2552339008179,741.2552339008179,extended,they slide says trusted Pat platform module parentheses TPM with a picture of such to the right first bullet says a specification for cryptographic functions with the symbol of that says Hardware to help with encryption functionsthey slide says trusted Pat platform module parentheses TPM with a picture of such to the right first bullet says a specification for cryptographic functions with the symbol of that says Hardware to help with encryption functions, Next slide says Trusted Platform Module TPM with a picture of such to the right. First bullet says Specification for Cryptographic Functions with a sub bullet that says Hardware to Help with Encryption Functions.,0.302,0.442,0.87
https://youdescribe.org/video/vAtwAxQpvBY?ad=64570809039d4e001e429009,/current/vAtwAxQpvBY,vAtwAxQpvBY_64570974039d4e001e429013.wav,2.3890000000000002,226.03023101716613,228.41956435049943,inline,is on top, Add the rest of the crumbles on top.,0.18,0.038,0.23800000000000002
https://youdescribe.org/video/SpOSIYHxAaE?ad=629a92a373ff460a05c79799,/current/SpOSIYHxAaE,SpOSIYHxAaE_629a9402b3cd2509ff224b42.wav,7.68,78.7545968073578,86.43459680735779,inline,stop button is pressed and multiple ends validate their passes on the machinestop button is pressed and multiple ends validate their passes on the machine, The stop button is pressed and multiple hands validate their passes on the machine.,0.41,0.511,0.809
https://youdescribe.org/video/SpOSIYHxAaE?ad=629a92a373ff460a05c79799,/current/SpOSIYHxAaE,SpOSIYHxAaE_629a946ab3cd2509ff224b46.wav,8.789,104.12429399999999,104.12429399999999,extended,she continues to look at him smiling and tries to reach his endsshe continues to look at him smiling and tries to reach his ends, She continues to look at him smiling and tries to reach his hand.,0.375,0.489,0.895
https://youdescribe.org/video/SpOSIYHxAaE?ad=629a92a373ff460a05c79799,/current/SpOSIYHxAaE,SpOSIYHxAaE_629a96e4b3cd2509ff224b4d.wav,8.107000000000001,177.299005,185.40567166666665,inline,people continue to move and do mind crouches down as the girl smilespeople continue to move and do mind crouches down as the girl smiles, People continue to move and the man crouches down as the girl smiles.,0.361,0.47200000000000003,0.737
https://youdescribe.org/video/SpOSIYHxAaE?ad=629a92a373ff460a05c79799,/current/SpOSIYHxAaE,SpOSIYHxAaE_629a970ab3cd2509ff224b4e.wav,8.96,185.352473,185.352473,extended,soon after he leaves the bus leaving her alone before looking down and add sidesoon after he leaves the bus leaving her alone before looking down and add side," Soon after, he leaves the bus, leaving her alone before looking down and at Saïd.",0.353,0.45799999999999996,0.778
https://youdescribe.org/video/Idz_SPOsMQo?ad=5ebc3a052cd8455cc4625637,/current/Idz_SPOsMQo,Idz_SPOsMQo_5ebd3f6e2cd8455cc4625667.wav,7.152,395.463595,395.463595,extended,narrator clicks PowerPoint stabbed on left side of pagenarrator clicks PowerPoint stabbed on left side of page, Narrator clicks PowerPoint's tab on left side of page.,0.33399999999999996,0.447,0.74
https://youdescribe.org/video/Idz_SPOsMQo?ad=5ebc3a052cd8455cc4625637,/current/Idz_SPOsMQo,Idz_SPOsMQo_5ebd40852cd8455cc4625669.wav,7.523,444.94232300000004,444.94232300000004,extended,narrator clicks collaborate tab then click sample sessionnarrator clicks collaborate tab then click sample session," Narrator clicks Collaborate tab, then clicks Sample Session.",0.39399999999999996,0.49700000000000005,0.784
https://youdescribe.org/video/Idz_SPOsMQo?ad=5ebc3a052cd8455cc4625637,/current/Idz_SPOsMQo,Idz_SPOsMQo_5ebd451c2cd8455cc4625675.wav,6.316,676.310873,676.310873,extended,narrator gestures to main screennarrator gestures to main screen, Narrator gestures to main screen.,0.397,0.499,0.895
https://youdescribe.org/video/DjSC2J7hvH4?ad=63694123934e8a1ea9f83fff,/current/DjSC2J7hvH4,DjSC2J7hvH4_636941a4934e8a1ea9f84004.wav,16.725,88.21001389318847,88.21001389318847,extended,next slide is titled e IMM first bullet D inm dual inline memory module electrical contacts are different on each side to the bottom is the picture of a deai mmmnext slide is titled e IMM first bullet D inm dual inline memory module electrical contacts are different on each side to the bottom is the picture of a deai mmm, Next slide is titled DIMM. First bullet DIMM dual inline memory module. Electrical contacts are different on each side. To the bottom is a picture of a DIMM.,0.326,0.449,0.667
https://youdescribe.org/video/bBWVqrroXxs?ad=627cf9a5b3cd2509ff223024,/current/bBWVqrroXxs,bBWVqrroXxs_627cff38b3cd2509ff223032.wav,6.223,74.604001,74.604001,extended,the slide changes and that includes a large clock for boardthe slide changes and that includes a large clock for board, The slide changes and it includes a large copper board.,0.282,0.39899999999999997,0.525
https://youdescribe.org/video/MEOOas3JZt0?ad=6403934b82dfff001e525d24,/current/MEOOas3JZt0,MEOOas3JZt0_640399e882dfff001e525db2.wav,4.6930000000000005,29.90059512588501,34.59392845921834,inline,Ethan's hunts team is looking over a murderEthan's hunts team is looking over a murder, Ethan's hunt team is looking over a murder.,0.36200000000000004,0.47200000000000003,0.6709999999999999
https://youdescribe.org/video/hhaNVna7eQs?ad=5efba132257e4b0c58127bae,/current/hhaNVna7eQs,hhaNVna7eQs_5efba173257e4b0c58127bb1.wav,14.118,7.625481864578247,7.625481864578247,extended,the new screen appears with the words larvae season to sneeze storyboard by men you can and punggol con is written on the yellow screenthe new screen appears with the words larvae season to sneeze storyboard by men you can and punggol con is written on the yellow screen," A new screen appears with the words Larva Season 2, Sneeze, storyboard by Min-Yu Kim and Bong-Wook Ahn is written on the yellow screen.",0.305,0.41,0.595
https://youdescribe.org/video/CsGYh8AacgY?ad=643737690bdc10001ec55386,/current/CsGYh8AacgY,CsGYh8AacgY_64373bcf0bdc10001ec55392.wav,12.353,58.72438399999999,58.72438399999999,extended,and Charlie a Grace to come with them to the candy mountain and he is currently following the other two unicorns there are entering to Forestand Charlie a Grace to come with them to the candy mountain and he is currently following the other two unicorns there are entering to Forest, and Charlie agrees to come with them to the Canyon Mountain and he is currently following the other two unicorns. They are entering into a forest.,0.355,0.461,0.777
